"x" "y" "res" "year"
759292.2924 4301446.7688 0 2018
745777.6505 4280109.9957 0 2018
747110.0107 4280853.699 0 2018
760870.0925 4282827.5351 0 2018
756039.219 4279759.5781 1 2018
767169.4965 4286919.7964 1 2018
767256.0471 4287393.124 1 2018
767651.697 4287934.3386 1 2018
752378.1324 4277214.0417 0 2018
752502.1927 4277571.1 1 2018
768410.1477 4296823.188 0 2018
768837.0576 4296643.9705 1 2018
769194.3334 4297244.3147 1 2018
746098.2559 4283287.2904 1 2018
746263.2804 4283196.9404 1 2018
746318.8817 4283066.2026 0 2018
765092.6148 4285974.4878 1 2018
761024.2872 4282733.748 0 2018
737857.2649 4296667.9654 0 2018
743272.212 4283892.9002 1 2018
743394.6785 4283881.4074 0 2018
761092.87 4282891.4039 0 2018
734240.15 4291693.1911 0 2018
748307.9818 4295221.1595 1 2018
747473.5617 4290005.0029 1 2018
769657.1814 4295403.5065 0 2018
759214.5225 4300921.5855 0 2018
734419.1523 4291591.1731 0 2018
760188.2744 4302157.4182 0 2018
736499.0322 4290217.4886 0 2018
736753.106 4290744.7773 0 2018
756661.2174 4279098.745 1 2018
755619.924 4279939.8023 1 2018
761318.3066 4296526.9302 1 2018
734181.407 4291620.6842 0 2018
748030.9841 4290156.5212 0 2018
769614.6299 4297828.2684 1 2018
770034.3149 4297527.7263 1 2018
770764.1851 4297686.921 1 2018
769052.666 4296369.8704 1 2018
734454.24 4291579.5094 0 2018
769665.0523 4296750.0779 1 2018
770397.0966 4296315.0941 1 2018
746626.5896 4283318.7565 0 2018
746013.5109 4283691.854 0 2018
745890.7384 4283558.3217 1 2018
764010.4576 4285670.4995 0 2018
743553.9972 4283809.3144 0 2018
743668.7865 4283809.6176 0 2018
743533.7333 4284209.8905 0 2018
743418.5142 4284544.0325 0 2018
743367.1203 4284547.9216 0 2018
743361.1142 4284498.2211 0 2018
743514.577 4284473.6675 0 2018
737717.6455 4292686.9155 1 2018
770339.747 4295142.6779 0 2018
760384.4052 4301539.5165 0 2018
737173.6596 4289919.7256 0 2018
737158.9541 4290204.0225 1 2018
737805.7087 4290381.2895 1 2018
755163.9914 4279303.142 1 2018
755945.0491 4278527.4586 1 2018
761598.1999 4296754.5775 1 2018
761723.4383 4297230.9274 0 2018
765827.0342 4289082.8088 0 2018
766358.3963 4289474.8599 1 2018
738036.5794 4292957.6127 1 2018
737246.9292 4292304.5978 1 2018
751270.0591 4292716.0642 0 2018
752079.8707 4293305.598 1 2018
736439.2017 4296021.8152 0 2018
742379.8663 4284552.1216 0 2018
741895.7346 4284392.5957 0 2018
741909.2423 4284487.9327 0 2018
741994.1963 4284155.4512 1 2018
766950.7746 4289319.293 1 2018
770083.9331 4294696.371 0 2018
760359.5642 4300162.5452 0 2018
738783.4331 4290407.7671 1 2018
756120.7767 4296971.1464 1 2018
765308.7112 4290358.1962 0 2018
752740.9499 4292743.5606 1 2018
736937.5689 4295204.0589 0 2018
742469.4034 4284013.0248 1 2018
742182.2383 4284035.2196 1 2018
742598.4341 4284419.1089 0 2018
743575.5634 4284516.0644 1 2018
743256.4878 4284830.727 0 2018
742396.8052 4285435.3052 0 2018
743094.4929 4285799.8188 0 2018
743618.7464 4286023.026 1 2018
743572.3326 4285933.3532 0 2018
768687.9525 4295271.9574 0 2018
767268.4528 4295048.7354 0 2018
761722.053 4300471.5512 0 2018
762928.6595 4299842.2521 1 2018
763104.812 4299591.8078 1 2018
739617.9596 4290024.5004 1 2018
740088.7363 4289937.2084 0 2018
740082.7001 4290143.05 1 2018
739276.168 4289992.5775 0 2018
756105.4293 4296380.7072 1 2018
757833.3952 4296082.0937 1 2018
757853.3228 4296658.0181 1 2018
766743.226 4288568.1909 1 2018
766511.1314 4287222.3299 1 2018
766515.9199 4286374.1035 0 2018
748368.6247 4294424.5296 1 2018
750169.069 4293823.849 0 2018
750831.2679 4293873.2517 1 2018
751776.6355 4293315.5275 0 2018
730349.4264 4291059.1046 1 2018
731138.1415 4291202.6063 1 2018
748935.1419 4276583.1564 1 2018
748753.2129 4276377.3606 1 2018
748826.2114 4277533.2799 0 2018
748629.7134 4276510.7178 0 2018
748312.2188 4276543.9431 0 2018
737328.1786 4294859.8206 0 2018
735732.2328 4287287.4044 0 2018
734317.9906 4289500.7006 0 2018
734174.9042 4289429.0872 0 2018
733868.5266 4289139.9853 0 2018
745082.0214 4283761.6385 0 2018
745070.208 4283762.8668 0 2018
745061.3628 4283766.307 0 2018
745048.4512 4283769.174 0 2018
745076.068 4283765.9405 0 2018
745120.6749 4283775.7438 0 2018
745114.1574 4283774.1856 0 2018
745110.6579 4283773.3672 0 2018
745104.6694 4283771.9566 0 2018
745116.5716 4283778.4875 0 2018
745110.7814 4283777.1866 0 2018
745097.323 4283775.1932 0 2018
745086.5255 4283772.8961 0 2018
745077.2066 4283771.3814 0 2018
745067.1927 4283771.9475 1 2018
745060.3454 4283772.2191 0 2018
745022.3509 4283781.537 1 2018
744952.2415 4283741.009 0 2018
745131.8503 4283784.9638 0 2018
745123.5906 4283788.9299 0 2018
745113.0894 4283785.8181 1 2018
745100.926 4283782.9247 0 2018
745089.6126 4283780.8152 0 2018
745084.6139 4283781.7736 0 2018
745069.5636 4283778.2044 0 2018
745061.229 4283777.8718 0 2018
745055.6176 4283778.06 0 2018
745045.4559 4283780.6328 0 2018
745033.5851 4283785.6777 0 2018
745017.4789 4283789.2275 0 2018
733703.3723 4289460.8254 0 2018
769408.4232 4294909.591 0 2018
768875.2608 4294748.8361 1 2018
762946.2355 4301636.1621 1 2018
767984.0845 4295321.0614 0 2018
767895.3643 4295310.7171 0 2018
767952.0805 4295280.3542 0 2018
767883.4119 4295370.9467 0 2018
762022.1602 4300613.1305 1 2018
741063.7515 4290549.731 0 2018
741925.4127 4289699.7678 0 2018
742219.8673 4289638.4284 0 2018
734385.113 4291475.819 0 2018
737462.1744 4287946.3625 0 2018
737950.681 4288443.7717 0 2018
737677.5596 4288121.7756 0 2018
766650.8161 4286592.7615 1 2018
734434.7858 4291464.5621 0 2018
765773.2131 4286403.3137 1 2018
764883.9339 4286241.9736 1 2018
754734.901 4279980.2779 1 2018
736567.5491 4291744.4546 1 2018
736210.7934 4292519.5186 0 2018
734437.6711 4291502.0783 0 2018
751575.3944 4291861.1374 1 2018
750528.8273 4291369.0701 1 2018
751154.8418 4291939.5119 0 2018
751461.7904 4293206.1326 1 2018
732592.2072 4291972.7799 1 2018
735106.7793 4289975.8131 0 2018
742856.6448 4284349.2729 1 2018
742451.6621 4283848.1015 1 2018
742569.5646 4283632.4415 0 2018
742855.0831 4283527.2866 1 2018
742379.3211 4284639.2152 1 2018
742472.4326 4285028.0546 0 2018
736475.8255 4294975.3763 1 2018
737107.749 4293425.875 0 2018
735017.9521 4289946.2294 0 2018
755233.7454 4278403.272 1 2018
735011.946 4289933.9044 0 2018
732677.2388 4287785.9762 0 2018
732848.6756 4288065.0114 1 2018
733111.9963 4287989.0421 0 2018
732829.2086 4288469.06 0 2018
733015.3551 4288724.9106 0 2018
756835.7266 4280038.9427 0 2018
732877.2413 4289263.5615 0 2018
732520.4034 4289155.4813 0 2018
733614.3678 4288884.4056 0 2018
766924.7208 4292502.5114 1 2018
742741.6395 4290568.1842 0 2018
758180.9503 4296883.9127 0 2018
758636.7481 4296112.9129 0 2018
759004.7194 4296758.1954 0 2018
757035.2979 4279737.6237 0 2018
765317.7303 4288372.2446 1 2018
765137.7644 4287131.7229 1 2018
764604.3318 4287643.8076 1 2018
757115.2943 4279901.111 0 2018
754253.8985 4278129.7322 1 2018
734844.7531 4291497.948 1 2018
734176.2049 4292187.0456 0 2018
735097.2826 4292593.8594 1 2018
753083.5302 4292756.9067 1 2018
753684.9203 4292595.7688 1 2018
753368.8999 4293272.9938 1 2018
767930.8328 4295463.5343 0 2018
753985.1953 4293554.3847 0 2018
754582.2021 4294424.6556 0 2018
732768.7219 4292103.0275 0 2018
733749.6574 4292389.6677 0 2018
742856.8623 4284546.1423 1 2018
742991.7299 4284668.052 0 2018
742914.9362 4284795.3393 1 2018
736359.0886 4293228.9792 0 2018
740771.9573 4283747.7348 0 2018
767825.036 4295488.3593 0 2018
740900.9526 4283634.5057 0 2018
741104.6397 4283397.3981 0 2018
741419.0205 4284022.3429 1 2018
766520.0447 4291289.8696 0 2018
767829.1452 4295456.7472 0 2018
763523.6586 4300196.3698 0 2018
764437.0922 4300734.4097 1 2018
742805.3425 4289334.002 0 2018
742904.5754 4288912.0034 0 2018
743096.7495 4289087.535 0 2018
743455.4242 4288834.1982 0 2018
767793.9589 4295419.0769 1 2018
737858.7867 4287296.2988 0 2018
738032.2277 4287136.4993 0 2018
764550.061 4288128.7641 1 2018
767824.0771 4295428.7953 0 2018
763268.408 4286697.1487 1 2018
763489.9207 4286718.5428 1 2018
756811.4953 4279932.8417 0 2018
754226.1089 4292460.554 1 2018
754431.4786 4293487.0019 1 2018
754121.9277 4293179.7337 1 2018
755581.064 4292900.547 0 2018
733407.8368 4291811.9002 0 2018
732361.7255 4291795.5708 1 2018
732179.8464 4290586.6157 0 2018
733281.7857 4290506.8635 1 2018
732805.7581 4291026.3277 1 2018
732688.1703 4290947.0788 1 2018
732484.6935 4291013.4998 0 2018
732286.8388 4291141.8612 0 2018
731861.4781 4290954.4936 1 2018
732116.1406 4290711.9913 1 2018
757054.2901 4280079.8583 0 2018
757140.3693 4279896.6349 0 2018
767891.6937 4295472.242 0 2018
768605.7519 4292331.4561 1 2018
767841.39 4295450.5005 0 2018
767553.2215 4292002.9448 0 2018
743947.0368 4290480.2377 0 2018
752924.3474 4278749.2791 0 2018
753569.4548 4291592.8048 1 2018
730817.5853 4290670.1779 1 2018
741670.2672 4284733.9413 0 2018
741567.2798 4284959.6823 0 2018
741458.2476 4284626.3209 0 2018
740885.8251 4284755.0818 1 2018
740709.3461 4285061.1273 0 2018
740786.9128 4285242.5288 0 2018
763963.2346 4285903.5173 1 2018
744589.6717 4288546.1051 0 2018
760914.7951 4303903.7674 0 2018
760116.3873 4297482.2184 0 2018
761010.7251 4282969.5745 0 2018
763947.5176 4285662.9912 0 2018
761004.717 4282982.6486 0 2018
764650.5426 4289464.5946 0 2018
762883.0218 4285783.4812 1 2018
761125.8534 4282843.1163 0 2018
734163.9747 4288655.866 1 2018
735206.6344 4288969.6755 0 2018
761080.0861 4282908.2625 0 2018
734745.9778 4290149.4647 0 2018
735295.7479 4289994.5401 1 2018
735337.8137 4290323.7894 1 2018
735618.0849 4290349.4126 1 2018
734947.8373 4290420.1116 0 2018
769190.0861 4292114.5211 1 2018
770716.3436 4292356.9753 1 2018
738943.352 4288295.0195 0 2018
739198.3464 4288218.3194 0 2018
739121.5038 4287918.2067 0 2018
738677.9755 4287390.0282 1 2018
734495.8164 4291528.9564 0 2018
739826.8587 4286101.8346 1 2018
761135.7277 4293201.2029 1 2018
761028.9316 4293140.8788 1 2018
760890.6929 4293039.0743 1 2018
734112.5189 4291565.9911 0 2018
735958.0206 4291912.8173 1 2018
739172.8201 4293899.5738 0 2018
740000.969 4293762.155 0 2018
755327.2845 4291541.4804 1 2018
755578.8619 4291837.7677 1 2018
756824.7006 4291735.6128 1 2018
756327.4458 4292435.967 1 2018
756593.2891 4292920.0765 0 2018
734153.2331 4291492.3585 0 2018
741548.3671 4285383.5752 0 2018
741226.8292 4285650.5702 1 2018
740924.0474 4285290.4385 1 2018
765441.6667 4283878.0306 1 2018
739375.7683 4285974.369 1 2018
739595.658 4285895.384 1 2018
739178.9871 4285936.6283 0 2018
738947.6239 4285787.4702 1 2018
739290.9251 4285387.3289 0 2018
739742.5171 4285452.2281 1 2018
733187.5525 4290235.4882 0 2018
733578.1124 4290639.5651 1 2018
732759.2031 4290252.6849 0 2018
762442.1197 4288354.3813 1 2018
735127.6786 4289914.7294 0 2018
744307.3473 4289674.7572 1 2018
744494.5163 4290231.5535 1 2018
735174.5578 4289877.1257 0 2018
740780.0205 4286483.2752 0 2018
740741.2738 4286219.7882 0 2018
741513.0519 4286455.0059 0 2018
759588.263 4293520.4247 1 2018
758629.6758 4293089.8571 1 2018
752178.4909 4278666.0871 1 2018
737003.1747 4291095.859 0 2018
737264.3657 4291165.6184 0 2018
757820.227 4292376.3928 1 2018
757268.0689 4292191.2067 1 2018
757721.3094 4291208.1528 1 2018
735132.6217 4289856.9952 0 2018
758100.2177 4291799.1699 1 2018
730044.6011 4289792.3287 1 2018
734950.1113 4289682.1528 0 2018
753107.9005 4287003.0766 1 2018
753754.0154 4286534.8355 1 2018
753365.4084 4285920.2196 1 2018
752986.0961 4285797.6978 1 2018
752657.8675 4285900.9028 1 2018
752824.2364 4286119.5521 1 2018
753523.3907 4287001.7666 1 2018
734910.3282 4289885.067 0 2018
757130.6438 4279932.2694 0 2018
757140.7737 4279962.4458 0 2018
757146.6453 4279991.2279 0 2018
763494.6527 4288802.9593 1 2018
764515.0077 4290184.6333 1 2018
764837.3683 4291149.6368 1 2018
764570.028 4292655.4219 1 2018
759278.8214 4297040.0722 1 2018
759012.5077 4297404.7909 0 2018
767006.6023 4291444.3509 0 2018
757137.2802 4293416.026 1 2018
753097.6051 4279570.2765 0 2018
766992.5628 4291563.2817 0 2018
758126.19 4292143.4869 1 2018
766996.7109 4291536.2051 0 2018
731740.96 4290253.3279 0 2018
731333.3483 4289381.8625 0 2018
757648.2041 4279090.275 0 2018
756890.9299 4293032.3439 1 2018
756470.1118 4292904.0409 1 2018
767030.6583 4291535.3917 0 2018
756372.9904 4292782.8336 1 2018
756451.8495 4292537.4393 1 2018
756677.1467 4292279.4608 1 2018
756965.9231 4292149.3954 1 2018
757247.2437 4292382.3664 1 2018
757093.425 4292552.4543 1 2018
757426.8103 4292914.3062 1 2018
744218.7236 4283859.1894 0 2018
744350.7205 4283850.6007 0 2018
763552.2494 4289881.9426 0 2018
744739.08 4284117.9474 0 2018
744260.3329 4285133.9174 0 2018
762483.2468 4289811.9003 0 2018
762856.6189 4289040.5966 1 2018
759211.1593 4292046.3514 1 2018
759893.297 4291291.9841 1 2018
730264.8681 4288631.0509 0 2018
745411.1649 4288700.6471 0 2018
734905.8409 4289860.4364 0 2018
744453.3237 4284496.9955 0 2018
763834.4036 4290158.8985 1 2018
755705.4052 4277952.8203 1 2018
754532.2226 4277524.1223 1 2018
754878.4332 4277075.0102 1 2018
742229.3818 4286488.7112 1 2018
742228.6975 4286850.7334 0 2018
757832.152 4294347.5314 0 2018
751691.0591 4279696.1983 0 2018
766649.6426 4290994.4277 1 2018
766190.0263 4290522.9603 1 2018
759101.3896 4286108.6388 1 2018
759235.3651 4285843.9867 1 2018
759155.8506 4284254.2414 1 2018
759021.9544 4290232.3073 0 2018
759992.3222 4290990.696 1 2018
758757.1968 4290106.8817 1 2018
745635.0067 4288660.8397 0 2018
745716.2688 4289209.6619 0 2018
763170.0179 4291063.9827 1 2018
763663.0212 4292933.96 0 2018
742772.1241 4287092.0053 0 2018
743370.0094 4287321.9352 1 2018
765261.141 4292697.5932 0 2018
765446.493 4292381.9972 1 2018
765296.6984 4291133.9904 1 2018
746065.6344 4289504.4863 0 2018
747848.5039 4289405.4838 0 2018
759664.5963 4287699.51 0 2018
759474.2919 4288450.6081 0 2018
759409.8876 4288208.1385 0 2018
760573.8426 4288533.8642 0 2018
760006.283 4287132.9702 1 2018
757410.6183 4290070.7898 1 2018
757088.5722 4290855.4735 1 2018
745747.3824 4284022.5954 0 2018
753223.3586 4277754.9406 0 2018
743084.7477 4287097.3372 0 2018
741848.0006 4287376.5946 0 2018
740834.3426 4287499.1534 0 2018
740877.4954 4287929.5937 0 2018
741154.2251 4287913.7923 0 2018
767229.7374 4291487.3598 1 2018
759783.3859 4284625.681 1 2018
758376.2679 4284527.0875 1 2018
758848.2474 4285814.1823 0 2018
758587.2951 4285834.3815 1 2018
758695.1942 4286166.4273 0 2018
757227.7921 4289412.101 1 2018
756927.426 4280882.9073 0 2018
752075.4006 4281245.7778 1 2018
746272.459 4288347.889 0 2018
747363.8865 4288074.9169 1 2018
765765.3223 4303326.6593 0 2018
762943.6067 4290231.6663 0 2018
762059.2215 4291402.2667 0 2018
762588.2081 4292471.6623 1 2018
773000.9642 4290708.9036 1 2018
747305.3614 4284760.4263 0 2018
768425.9668 4291723.8211 0 2018
769824.4336 4290167.1793 0 2018
758903.3481 4286066.1503 0 2018
759344.9615 4283681.5771 0 2018
758410.6271 4283581.9557 1 2018
757284.98 4288246.5719 1 2018
757313.7395 4288741.5677 1 2018
757159.3161 4280003.7476 0 2018
753250.901 4280671.1409 0 2018
757114.0531 4279837.8488 0 2018
757133.5238 4279801.646 0 2018
745849.6403 4283582.7067 0 2018
747227.904 4282654.4413 0 2018
764330.5667 4302822.063 0 2018
757091.8482 4279823.6496 0 2018
762587.932 4292876.1017 1 2018
761799.8935 4292582.9729 1 2018
748654.2891 4284482.7316 0 2018
745010.0583 4283792.8094 0 2018
744999.393 4283793.8681 0 2018
744992.3125 4283792.8749 0 2018
744987.2533 4283792.7926 0 2018
745128.8958 4283794.1106 0 2018
745117.0528 4283795.478 0 2018
745112.4474 4283796.3476 0 2018
745103.7948 4283794.1377 0 2018
745098.4524 4283792.0851 0 2018
745093.0948 4283787.2259 0 2018
746728.1605 4287777.0659 1 2018
760678.0444 4285254.9921 1 2018
760168.5987 4284347.778 0 2018
757443.095 4287558.3486 1 2018
757011.761 4281090.6493 0 2018
746751.4697 4282628.3769 0 2018
746526.7623 4283143.9028 0 2018
734955.7046 4289580.7127 0 2018
746053.6316 4284070.8482 0 2018
746978.4359 4283242.7222 0 2018
747313.0033 4283466.6533 0 2018
747494.7973 4283459.512 0 2018
744006.9679 4282521.2317 0 2018
765789.7334 4302549.1529 0 2018
765955.1791 4301548.4 0 2018
761845.4855 4291317.4149 1 2018
761086.6667 4290701.006 1 2018
749446.8257 4284566.3242 0 2018
767033.4528 4291510.9975 0 2018
748159.5169 4289339.5294 0 2018
748761.7686 4288893.7941 0 2018
749972.5306 4289103.7684 0 2018
750308.0265 4289001.7233 0 2018
767060.1634 4291490.7074 0 2018
752263.6389 4282059.2456 1 2018
753031.0685 4282803.5031 1 2018
766833.1391 4291425.7499 0 2018
773771.3354 4291009.7735 1 2018
774135.4239 4291664.8689 1 2018
744161.8059 4282237.0452 0 2018
766818.662 4291443.9151 0 2018
745047.9184 4282410.8446 0 2018
745705.4042 4281865.1765 1 2018
746130.7493 4281112.4924 0 2018
747329.6752 4287739.338 0 2018
752731.8001 4283800.4396 0 2018
752206.6938 4284609.375 0 2018
763491.5838 4281514.4863 0 2018
734935.3802 4289628.8856 0 2018
747596.9413 4281003.9663 0 2018
751940.7714 4286914.8509 1 2018
751346.1618 4286857.9994 1 2018
752428.7527 4286741.4089 1 2018
750249.3673 4288852.4037 1 2018
749414.3308 4288271.7989 1 2018
763691.6566 4281685.6028 0 2018
754696.1318 4280240.9448 0 2018
766597.6689 4304449.1948 1 2018
760204.5201 4292809.6575 1 2018
752809.0226 4286048.2668 0 2018
757494.1318 4283889.4237 0 2018
750288.6446 4283825.9695 1 2018
750737.5679 4282717.3639 1 2018
750107.2888 4282328.3847 0 2018
755312.0033 4293311.9698 1 2018
755034.109 4294226.0215 1 2018
755112.1216 4294369.3144 1 2018
756877.5109 4294029.7126 0 2018
768664.475 4290445.3922 0 2018
752251.339 4285925.1059 0 2018
749539.3757 4287454.5602 1 2018
774402.5788 4295740.5012 0 2018
775172.4186 4295817.3476 1 2018
776514.7997 4295571.9137 1 2018
756619.6616 4287523.8616 1 2018
756904.8756 4288045.3494 1 2018
756993.6929 4288471.8281 1 2018
755674.4021 4280317.7814 0 2018
751387.4505 4285532.8824 1 2018
757695.1092 4284331.0146 0 2018
757784.0328 4285295.3962 0 2018
756641.3031 4284228.3223 0 2018
755782.4143 4284491.4834 1 2018
775707.8143 4289816.231 1 2018
769664.5961 4301290.2925 0 2018
770733.2059 4301393.7308 1 2018
750620.3511 4279531.2629 0 2018
767586.3313 4289049.3635 1 2018
734945.2063 4289764.5785 0 2018
774778.1404 4294283.3854 0 2018
775342.8769 4294392.6841 0 2018
734819.515 4290080.3847 0 2018
776245.1406 4296971.5771 0 2018
756849.5452 4289921.4962 1 2018
734827.2719 4290057.402 0 2018
753848.8432 4281801.7292 1 2018
735030.7607 4290016.9579 0 2018
774335.4457 4292703.0968 1 2018
734968.9627 4290082.886 0 2018
776202.8647 4294897.8711 0 2018
750368.7728 4286658.0677 1 2018
756647.4912 4285083.0801 0 2018
748517.4111 4282450.6332 0 2018
749881.4896 4282170.3007 1 2018
770943.3731 4300941.0573 1 2018
771039.9069 4300884.7244 0 2018
767416.1938 4290513.141 1 2018
767249.7556 4290182.977 1 2018
751869.6243 4288013.4007 1 2018
755642.3344 4280679.94 0 2018
777840.8471 4295043.217 1 2018
751964.1157 4284510.6125 0 2018
755610.4139 4280803.6261 0 2018
755719.3818 4280650.4851 0 2018
768985.2378 4302638.6576 0 2018
767224.2152 4302219.2123 0 2018
757595.61 4286008.0025 1 2018
767047.2994 4291295.9812 0 2018
751375.9083 4282778.6899 1 2018
771760.4905 4301410.448 1 2018
771953.624 4300983.7152 1 2018
772184.9203 4301900.3901 0 2018
751930.8376 4278489.9941 1 2018
767066.5179 4291338.0328 0 2018
730854.4436 4287479.3345 0 2018
766862.2595 4291461.2749 0 2018
752847.6997 4285309.1445 1 2018
766801.6894 4302331.1753 0 2018
768662.5199 4301174.1407 0 2018
776217.6053 4293674.4156 0 2018
775570.8189 4293531.5062 0 2018
775233.7943 4293160.7866 0 2018
774847.4373 4293139.0366 0 2018
775638.175 4296531.6385 0 2018
755623.3729 4280873.401 0 2018
755653.5646 4280852.5667 0 2018
755822.8251 4280705.1071 0 2018
754087.1474 4285923.7664 1 2018
745087.4685 4283787.2626 0 2018
745074.9791 4283782.613 0 2018
745143.6349 4283788.9366 0 2018
745137.9301 4283795.2558 0 2018
745126.0963 4283805.3864 1 2018
745104.6312 4283802.7699 0 2018
745100.8912 4283801.5036 1 2018
745094.3573 4283798.9185 0 2018
745089.3723 4283796.1642 0 2018
745071.5969 4283786.6143 0 2018
745148.7075 4283794.0612 0 2018
745144.1745 4283797.2975 0 2018
745138.696 4283804.6654 0 2018
745124.2127 4283810.0024 1 2018
745118.1426 4283810.3549 1 2018
745145.653 4283805.0803 0 2018
745099.8168 4283806.903 0 2018
745093.1534 4283802.8181 0 2018
745086.9194 4283800.1999 0 2018
745082.0415 4283795.5394 0 2018
754052.5282 4286013.8132 1 2018
754031.299 4284564.9912 0 2018
767265.4155 4301784.164 0 2018
766962.8845 4301906.4295 0 2018
767083.6129 4291384.0068 0 2018
754613.0199 4294639.9089 1 2018
754301.3776 4294920.988 0 2018
754632.9234 4294415.6703 1 2018
754068.536 4294992.1085 1 2018
751078.7807 4284311.7142 1 2018
751961.9214 4284785.3404 0 2018
751070.33 4284621.7925 1 2018
750261.8583 4278117.0551 0 2018
753242.3665 4288201.6214 1 2018
755816.5875 4289815.0269 0 2018
767133.903 4291375.7997 0 2018
775351.2193 4297132.1566 0 2018
767076.0523 4291318.739 0 2018
740041.9611 4285392.0438 0 2018
740180.0362 4285504.3535 1 2018
740110.5794 4285863.8195 1 2018
750835.2988 4281807.4548 1 2018
762563.0488 4292619.2551 0 2018
762583.2546 4292427.6494 1 2018
762777.7078 4292298.5816 0 2018
759226.6429 4292536.283 1 2018
755056.6165 4289488.3419 1 2018
754456.0104 4288358.7523 0 2018
754565.2291 4289015.6515 0 2018
754222.1854 4294159.4783 1 2018
754105.0564 4294261.7721 1 2018
759237.9048 4292727.1882 1 2018
759157.4339 4292874.7433 1 2018
759051.8963 4292994.0334 1 2018
754622.7233 4287856.4488 0 2018
753224.7366 4288186.0885 0 2018
753528.6765 4288194.1782 1 2018
753372.2057 4288162.9209 0 2018
753775.0897 4288365.6477 1 2018
774541.917 4296912.2832 0 2018
745237.6339 4282497.8038 1 2018
745304.4505 4282624.29 0 2018
762198.6034 4292815.3875 1 2018
766858.9624 4291509.4888 0 2018
762304.0259 4292790.8186 1 2018
762026.052 4292753.2873 1 2018
774896.5955 4297759.9289 1 2018
766607.7407 4290075.0779 0 2018
752196.1984 4288449.7211 1 2018
752695.9724 4289403.5281 0 2018
761605.5129 4284503.3708 1 2018
766659.8979 4290087.28 0 2018
772962.8115 4302192.1418 0 2018
755392.6024 4291059.6375 0 2018
758788.4017 4292187.6872 0 2018
758313.7828 4291830.125 1 2018
758208.7128 4291912.2523 1 2018
758392.2823 4292084.5366 0 2018
751785.816 4287081.3831 1 2018
751545.6948 4287054.7807 1 2018
752016.5919 4286920.9073 0 2018
748783.0658 4278954.6027 0 2018
748992.8097 4277899.432 0 2018
753669.9966 4289053.5382 0 2018
752748.4743 4289362.5812 0 2018
752603.7966 4289444.9029 0 2018
752761.9931 4289198.4815 0 2018
766648.4369 4289904.614 0 2018
752891.3683 4288896.4902 1 2018
752889.4496 4288766.1669 0 2018
754188.906 4285835.2905 1 2018
751202.7831 4288326.9809 1 2018
745560.1948 4281297.1106 0 2018
745879.926 4280982.1474 0 2018
766699.5171 4290001.8116 0 2018
762972.6375 4292663.4805 1 2018
760995.3929 4291559.0623 1 2018
760974.1978 4291656.6086 1 2018
761188.2299 4291837.4544 1 2018
737050.4851 4290801.8926 0 2018
736054.7851 4290306.4773 0 2018
771380.9226 4302370.1607 1 2018
759584.0465 4291973.1329 0 2018
759836.9526 4291522.5055 1 2018
759836.171 4291289.639 1 2018
759738.3206 4291113.7994 0 2018
752358.7858 4287584.7873 1 2018
752407.2178 4287551.1215 0 2018
752491.692 4287455.6216 1 2018
736654.4662 4290895.131 0 2018
736753.6063 4290160.6568 0 2018
750405.7955 4288972.2875 1 2018
748743.7248 4280180.3889 0 2018
761833.8847 4291330.4346 1 2018
761607.0389 4291086.6898 1 2018
734887.869 4289774.4163 0 2018
749466.0368 4280689.096 0 2018
736984.9259 4290464.9313 0 2018
749270.7855 4278961.3891 0 2018
749583.6365 4278941.081 0 2018
749633.1433 4279693.3103 0 2018
759723.347 4293335.9372 0 2018
760237.9843 4293213.7017 1 2018
748770.8516 4277452.5751 1 2018
748793.868 4279248.8805 1 2018
735429.6038 4290497.4753 0 2018
734828.4879 4290064.5368 0 2018
735534.7353 4290063.3964 1 2018
751021.4198 4288367.764 1 2018
761134.5089 4290538.427 1 2018
761493.6119 4290261.5999 1 2018
759517.3411 4287286.0126 1 2018
759861.8169 4287444.586 0 2018
734879.6856 4289982.3343 0 2018
770118.6689 4302687.216 0 2018
769331.9703 4302524.0369 0 2018
772384.4253 4300744.3354 1 2018
734875.248 4290091.6012 0 2018
760670.7259 4282996.9756 0 2018
759148.822 4283742.5145 0 2018
758864.3673 4284242.9767 1 2018
758369.3898 4283629.4388 1 2018
758680.6691 4283443.8461 1 2018
748281.5563 4279290.9696 0 2018
750177.5586 4283128.1934 1 2018
750078.2947 4283074.9515 1 2018
750317.1628 4283388.7526 1 2018
751477.2022 4281172.417 1 2018
752220.2063 4281790.8882 1 2018
751679.4261 4282433.8287 0 2018
766911.1078 4295556.0933 0 2018
760533.4309 4290588.8829 0 2018
749277.3553 4279513.0419 1 2018
757254.0502 4287427.5338 1 2018
756703.7125 4287441.3952 1 2018
756726.7994 4287722.7629 1 2018
751801.6628 4282544.2065 1 2018
766934.6356 4291475.2609 0 2018
766890.2853 4291374.7091 0 2018
752791.1197 4282514.9809 1 2018
749663.2413 4278434.6607 0 2018
732734.9766 4287736.7495 0 2018
734533.8722 4289974.6736 0 2018
734588.2293 4290134.9427 0 2018
734617.2263 4289841.4429 0 2018
734645.4307 4289689.2171 0 2018
734564.2489 4289460.2062 0 2018
768054.5612 4290223.639 0 2018
768081.044 4290563.2655 0 2018
767231.8675 4290209.635 0 2018
767587.3319 4290589.8166 1 2018
