"x","y","R_t0","f1_t0"
754576.00234,4295379.64118111,0,0
754583.00234,4295379.64118111,0,0
754590.00234,4295379.64118111,0,0
754597.00234,4295379.64118111,0,0
754604.00234,4295379.64118111,0,0
754618.00234,4295379.64118111,0,0
754625.00234,4295379.64118111,0,0
754632.00234,4295379.64118111,0,0
754639.00234,4295379.64118111,0,0
754646.00234,4295379.64118111,0,0
752665.00234,4295372.64118111,0,0
752672.00234,4295372.64118111,0,0
752679.00234,4295372.64118111,0,0
752686.00234,4295372.64118111,0,0
752693.00234,4295372.64118111,0,0
753064.00234,4295372.64118111,0,0
753071.00234,4295372.64118111,0,0
754128.00234,4295372.64118111,0,0
754135.00234,4295372.64118111,0,0
754142.00234,4295372.64118111,0,0
754149.00234,4295372.64118111,0,0
754156.00234,4295372.64118111,0,0
754163.00234,4295372.64118111,0,0
754191.00234,4295372.64118111,0,0
754387.00234,4295372.64118111,0,0
754394.00234,4295372.64118111,0,0
754401.00234,4295372.64118111,0,0
754408.00234,4295372.64118111,0,0
754415.00234,4295372.64118111,0,0
754422.00234,4295372.64118111,0,0
754429.00234,4295372.64118111,0,0
754436.00234,4295372.64118111,0,0
754443.00234,4295372.64118111,0,0
754450.00234,4295372.64118111,0,0
754457.00234,4295372.64118111,0,0
754464.00234,4295372.64118111,0,0
754471.00234,4295372.64118111,0,0
754478.00234,4295372.64118111,0,0
754485.00234,4295372.64118111,0,0
754492.00234,4295372.64118111,0,0
754499.00234,4295372.64118111,0,0
754506.00234,4295372.64118111,0,0
754513.00234,4295372.64118111,0,0
754534.00234,4295372.64118111,0,0
754555.00234,4295372.64118111,0,0
754562.00234,4295372.64118111,0,0
754576.00234,4295372.64118111,0,0
754583.00234,4295372.64118111,0,0
754590.00234,4295372.64118111,0,0
754597.00234,4295372.64118111,0,0
754604.00234,4295372.64118111,0,0
754611.00234,4295372.64118111,0,0
754618.00234,4295372.64118111,0,0
754625.00234,4295372.64118111,0,0
754632.00234,4295372.64118111,0,0
754639.00234,4295372.64118111,0,0
754646.00234,4295372.64118111,0,0
754653.00234,4295372.64118111,0,0
752693.00234,4295365.64118111,0,0
753071.00234,4295365.64118111,0,0
754114.00234,4295365.64118111,0,0
754121.00234,4295365.64118111,0,0
754128.00234,4295365.64118111,0,0
754135.00234,4295365.64118111,0,0
754142.00234,4295365.64118111,0,0
754149.00234,4295365.64118111,0,0
754184.00234,4295365.64118111,0,0
754191.00234,4295365.64118111,0,0
754198.00234,4295365.64118111,0,0
754394.00234,4295365.64118111,0,0
754401.00234,4295365.64118111,0,0
754408.00234,4295365.64118111,0,0
754415.00234,4295365.64118111,0,0
754422.00234,4295365.64118111,0,0
754429.00234,4295365.64118111,0,0
754436.00234,4295365.64118111,0,0
754443.00234,4295365.64118111,0,0
754450.00234,4295365.64118111,0,0
754457.00234,4295365.64118111,0,0
754464.00234,4295365.64118111,0,0
754471.00234,4295365.64118111,0,0
754478.00234,4295365.64118111,0,0
754485.00234,4295365.64118111,0,0
754492.00234,4295365.64118111,0,0
754499.00234,4295365.64118111,0,0
754506.00234,4295365.64118111,0,0
754513.00234,4295365.64118111,0,0
754520.00234,4295365.64118111,0,0
754576.00234,4295365.64118111,0,0
754583.00234,4295365.64118111,0,0
754590.00234,4295365.64118111,0,0
754597.00234,4295365.64118111,0,0
754604.00234,4295365.64118111,0,0
754611.00234,4295365.64118111,0,0
754618.00234,4295365.64118111,0,0
754625.00234,4295365.64118111,0,0
754632.00234,4295365.64118111,0,0
754639.00234,4295365.64118111,0,0
754646.00234,4295365.64118111,0,0
754653.00234,4295365.64118111,0,0
752700.00234,4295358.64118111,0,0
752707.00234,4295358.64118111,0,0
753295.00234,4295358.64118111,0,0
753757.00234,4295358.64118111,0,0
753764.00234,4295358.64118111,0,0
753771.00234,4295358.64118111,0,0
753778.00234,4295358.64118111,0,0
754107.00234,4295358.64118111,0,0
754114.00234,4295358.64118111,0,0
754121.00234,4295358.64118111,0,0
754128.00234,4295358.64118111,0,0
754135.00234,4295358.64118111,0,0
754142.00234,4295358.64118111,0,0
754149.00234,4295358.64118111,0,0
754156.00234,4295358.64118111,0,0
754177.00234,4295358.64118111,0,0
754184.00234,4295358.64118111,0,0
754191.00234,4295358.64118111,0,0
754198.00234,4295358.64118111,0,0
754205.00234,4295358.64118111,0,0
754212.00234,4295358.64118111,0,0
754394.00234,4295358.64118111,0,0
754401.00234,4295358.64118111,0,0
754408.00234,4295358.64118111,0,0
754415.00234,4295358.64118111,0,0
754422.00234,4295358.64118111,0,0
754429.00234,4295358.64118111,0,0
754436.00234,4295358.64118111,0,0
754443.00234,4295358.64118111,0,0
754450.00234,4295358.64118111,0,0
754457.00234,4295358.64118111,0,0
754464.00234,4295358.64118111,0,0
754471.00234,4295358.64118111,0,0
754478.00234,4295358.64118111,0,0
754485.00234,4295358.64118111,0,0
754492.00234,4295358.64118111,0,0
754499.00234,4295358.64118111,0,0
754506.00234,4295358.64118111,0,0
754513.00234,4295358.64118111,0,0
754520.00234,4295358.64118111,0,0
754527.00234,4295358.64118111,0,0
754548.00234,4295358.64118111,0,0
754555.00234,4295358.64118111,0,0
754562.00234,4295358.64118111,0,0
754569.00234,4295358.64118111,0,0
754576.00234,4295358.64118111,0,0
754583.00234,4295358.64118111,0,0
754590.00234,4295358.64118111,0,0
754597.00234,4295358.64118111,0,0
754604.00234,4295358.64118111,0,0
754611.00234,4295358.64118111,0,0
754618.00234,4295358.64118111,0,0
754625.00234,4295358.64118111,0,0
754632.00234,4295358.64118111,0,0
754639.00234,4295358.64118111,0,0
754646.00234,4295358.64118111,0,0
754653.00234,4295358.64118111,0,0
752700.00234,4295351.64118111,0,0
752707.00234,4295351.64118111,0,0
753295.00234,4295351.64118111,0,0
753302.00234,4295351.64118111,0,0
753757.00234,4295351.64118111,0,0
753764.00234,4295351.64118111,0,0
753771.00234,4295351.64118111,0,0
753778.00234,4295351.64118111,0,0
753785.00234,4295351.64118111,0,0
753792.00234,4295351.64118111,0,0
753799.00234,4295351.64118111,0,0
753806.00234,4295351.64118111,0,0
753813.00234,4295351.64118111,0,0
753820.00234,4295351.64118111,0,0
753827.00234,4295351.64118111,0,0
753834.00234,4295351.64118111,0,0
753841.00234,4295351.64118111,0,0
754100.00234,4295351.64118111,0,0
754107.00234,4295351.64118111,0,0
754114.00234,4295351.64118111,0,0
754121.00234,4295351.64118111,0,0
754128.00234,4295351.64118111,0,0
754135.00234,4295351.64118111,0,0
754142.00234,4295351.64118111,0,0
754149.00234,4295351.64118111,0,0
754177.00234,4295351.64118111,0,0
754184.00234,4295351.64118111,0,0
754191.00234,4295351.64118111,0,0
754198.00234,4295351.64118111,0,0
754205.00234,4295351.64118111,0,0
754212.00234,4295351.64118111,0,0
754219.00234,4295351.64118111,0,0
754401.00234,4295351.64118111,0,0
754408.00234,4295351.64118111,0,0
754415.00234,4295351.64118111,0,0
754422.00234,4295351.64118111,0,0
754429.00234,4295351.64118111,0,0
754457.00234,4295351.64118111,0,0
754464.00234,4295351.64118111,0,0
754471.00234,4295351.64118111,0,0
754478.00234,4295351.64118111,0,0
754485.00234,4295351.64118111,0,0
754492.00234,4295351.64118111,0,0
754499.00234,4295351.64118111,0,0
754506.00234,4295351.64118111,0,0
754513.00234,4295351.64118111,0,0
754520.00234,4295351.64118111,0,0
754527.00234,4295351.64118111,0,0
754534.00234,4295351.64118111,0,0
754576.00234,4295351.64118111,0,0
754583.00234,4295351.64118111,0,0
754590.00234,4295351.64118111,0,0
754597.00234,4295351.64118111,0,0
754604.00234,4295351.64118111,0,0
754611.00234,4295351.64118111,0,0
754618.00234,4295351.64118111,0,0
754625.00234,4295351.64118111,0,0
754632.00234,4295351.64118111,0,0
754639.00234,4295351.64118111,0,0
754646.00234,4295351.64118111,0,0
754653.00234,4295351.64118111,0,0
754660.00234,4295351.64118111,0,0
753295.00234,4295344.64118111,0,0
753302.00234,4295344.64118111,0,0
753309.00234,4295344.64118111,0,0
753757.00234,4295344.64118111,0,0
753764.00234,4295344.64118111,0,0
753771.00234,4295344.64118111,0,0
753778.00234,4295344.64118111,0,0
753785.00234,4295344.64118111,0,0
753792.00234,4295344.64118111,0,0
753799.00234,4295344.64118111,0,0
753806.00234,4295344.64118111,0,0
753813.00234,4295344.64118111,0,0
753820.00234,4295344.64118111,0,0
753827.00234,4295344.64118111,0,0
753834.00234,4295344.64118111,0,0
753841.00234,4295344.64118111,0,0
754100.00234,4295344.64118111,0,0
754107.00234,4295344.64118111,0,0
754114.00234,4295344.64118111,0,0
754121.00234,4295344.64118111,0,0
754128.00234,4295344.64118111,0,0
754135.00234,4295344.64118111,0,0
754142.00234,4295344.64118111,0,0
754149.00234,4295344.64118111,0,0
754163.00234,4295344.64118111,0,0
754170.00234,4295344.64118111,0,0
754177.00234,4295344.64118111,0,0
754184.00234,4295344.64118111,0,0
754191.00234,4295344.64118111,0,0
754198.00234,4295344.64118111,0,0
754205.00234,4295344.64118111,0,0
754212.00234,4295344.64118111,0,0
754219.00234,4295344.64118111,0,0
754226.00234,4295344.64118111,0,0
754401.00234,4295344.64118111,0,0
754408.00234,4295344.64118111,0,0
754415.00234,4295344.64118111,0,0
754422.00234,4295344.64118111,0,0
754471.00234,4295344.64118111,0,0
754478.00234,4295344.64118111,0,0
754485.00234,4295344.64118111,0,0
754492.00234,4295344.64118111,0,0
754499.00234,4295344.64118111,0,0
754506.00234,4295344.64118111,0,0
754513.00234,4295344.64118111,0,0
754520.00234,4295344.64118111,0,0
754527.00234,4295344.64118111,0,0
754534.00234,4295344.64118111,0,0
754541.00234,4295344.64118111,0,0
754583.00234,4295344.64118111,0,0
754590.00234,4295344.64118111,0,0
754597.00234,4295344.64118111,0,0
754604.00234,4295344.64118111,0,0
754611.00234,4295344.64118111,0,0
754618.00234,4295344.64118111,0,0
754625.00234,4295344.64118111,0,0
754632.00234,4295344.64118111,0,0
754639.00234,4295344.64118111,0,0
754646.00234,4295344.64118111,0,0
754653.00234,4295344.64118111,0,0
754660.00234,4295344.64118111,0,0
754667.00234,4295344.64118111,0,0
753288.00234,4295337.64118111,0,0
753295.00234,4295337.64118111,0,0
753302.00234,4295337.64118111,0,0
753309.00234,4295337.64118111,0,0
753757.00234,4295337.64118111,0,0
753764.00234,4295337.64118111,0,0
753771.00234,4295337.64118111,0,0
753778.00234,4295337.64118111,0,0
753785.00234,4295337.64118111,0,0
753792.00234,4295337.64118111,0,0
753799.00234,4295337.64118111,0,0
753806.00234,4295337.64118111,0,0
753813.00234,4295337.64118111,0,0
753820.00234,4295337.64118111,0,0
753827.00234,4295337.64118111,0,0
753834.00234,4295337.64118111,0,0
753841.00234,4295337.64118111,0,0
754100.00234,4295337.64118111,0,0
754107.00234,4295337.64118111,0,0
754114.00234,4295337.64118111,0,0
754121.00234,4295337.64118111,0,0
754128.00234,4295337.64118111,0,0
754135.00234,4295337.64118111,0,0
754170.00234,4295337.64118111,0,0
754177.00234,4295337.64118111,0,0
754184.00234,4295337.64118111,0,0
754191.00234,4295337.64118111,0,0
754198.00234,4295337.64118111,0,0
754205.00234,4295337.64118111,0,0
754212.00234,4295337.64118111,0,0
754219.00234,4295337.64118111,0,0
754226.00234,4295337.64118111,0,0
754233.00234,4295337.64118111,0,0
754408.00234,4295337.64118111,0,0
754415.00234,4295337.64118111,0,0
754422.00234,4295337.64118111,0,0
754485.00234,4295337.64118111,0,0
754492.00234,4295337.64118111,0,0
754499.00234,4295337.64118111,0,0
754506.00234,4295337.64118111,0,0
754513.00234,4295337.64118111,0,0
754520.00234,4295337.64118111,0,0
754527.00234,4295337.64118111,0,0
754534.00234,4295337.64118111,0,0
754541.00234,4295337.64118111,0,0
754548.00234,4295337.64118111,0,0
754583.00234,4295337.64118111,0,0
754590.00234,4295337.64118111,0,0
754597.00234,4295337.64118111,0,0
754604.00234,4295337.64118111,0,0
754618.00234,4295337.64118111,0,0
754625.00234,4295337.64118111,0,0
754632.00234,4295337.64118111,0,0
754639.00234,4295337.64118111,0,0
754646.00234,4295337.64118111,0,0
754660.00234,4295337.64118111,0,0
754667.00234,4295337.64118111,0,0
753288.00234,4295330.64118111,0,0
753295.00234,4295330.64118111,0,0
753302.00234,4295330.64118111,0,0
753309.00234,4295330.64118111,0,0
753785.00234,4295330.64118111,0,0
753792.00234,4295330.64118111,0,0
753799.00234,4295330.64118111,0,0
753806.00234,4295330.64118111,0,0
753813.00234,4295330.64118111,0,0
753820.00234,4295330.64118111,0,0
753827.00234,4295330.64118111,0,0
753834.00234,4295330.64118111,0,0
753841.00234,4295330.64118111,0,0
753848.00234,4295330.64118111,0,0
754107.00234,4295330.64118111,0,0
754114.00234,4295330.64118111,0,0
754121.00234,4295330.64118111,0,0
754128.00234,4295330.64118111,0,0
754156.00234,4295330.64118111,0,0
754177.00234,4295330.64118111,0,0
754184.00234,4295330.64118111,0,0
754191.00234,4295330.64118111,0,0
754198.00234,4295330.64118111,0,0
754205.00234,4295330.64118111,0,0
754212.00234,4295330.64118111,0,0
754219.00234,4295330.64118111,0,0
754226.00234,4295330.64118111,0,0
754233.00234,4295330.64118111,0,0
754240.00234,4295330.64118111,0,0
754247.00234,4295330.64118111,0,0
754401.00234,4295330.64118111,0,0
754408.00234,4295330.64118111,0,0
754415.00234,4295330.64118111,0,0
754499.00234,4295330.64118111,0,0
754506.00234,4295330.64118111,0,0
754513.00234,4295330.64118111,0,0
754520.00234,4295330.64118111,0,0
754527.00234,4295330.64118111,0,0
754534.00234,4295330.64118111,0,0
754541.00234,4295330.64118111,0,0
754548.00234,4295330.64118111,0,0
754555.00234,4295330.64118111,0,0
754562.00234,4295330.64118111,0,0
754569.00234,4295330.64118111,0,0
754583.00234,4295330.64118111,0,0
754590.00234,4295330.64118111,0,0
754597.00234,4295330.64118111,0,0
754604.00234,4295330.64118111,0,0
754611.00234,4295330.64118111,0,0
754618.00234,4295330.64118111,0,0
754625.00234,4295330.64118111,0,0
754632.00234,4295330.64118111,0,0
754639.00234,4295330.64118111,0,0
754667.00234,4295330.64118111,0,0
754674.00234,4295330.64118111,0,0
753288.00234,4295323.64118111,0,0
753295.00234,4295323.64118111,0,0
753302.00234,4295323.64118111,0,0
753309.00234,4295323.64118111,0,0
753806.00234,4295323.64118111,0,0
753813.00234,4295323.64118111,0,0
753820.00234,4295323.64118111,0,0
753827.00234,4295323.64118111,0,0
753834.00234,4295323.64118111,0,0
753841.00234,4295323.64118111,0,0
753848.00234,4295323.64118111,0,0
753918.00234,4295323.64118111,0,0
754107.00234,4295323.64118111,0,0
754114.00234,4295323.64118111,0,0
754156.00234,4295323.64118111,0,0
754163.00234,4295323.64118111,0,0
754170.00234,4295323.64118111,0,0
754191.00234,4295323.64118111,0,0
754198.00234,4295323.64118111,0,0
754205.00234,4295323.64118111,0,0
754212.00234,4295323.64118111,0,0
754219.00234,4295323.64118111,0,0
754226.00234,4295323.64118111,0,0
754233.00234,4295323.64118111,0,0
754240.00234,4295323.64118111,0,0
754247.00234,4295323.64118111,0,0
754254.00234,4295323.64118111,0,0
754401.00234,4295323.64118111,0,0
754408.00234,4295323.64118111,0,0
754415.00234,4295323.64118111,0,0
754513.00234,4295323.64118111,0,0
754520.00234,4295323.64118111,0,0
754527.00234,4295323.64118111,0,0
754534.00234,4295323.64118111,0,0
754541.00234,4295323.64118111,0,0
754548.00234,4295323.64118111,0,0
754555.00234,4295323.64118111,0,0
754562.00234,4295323.64118111,0,0
754569.00234,4295323.64118111,0,0
754576.00234,4295323.64118111,0,0
754583.00234,4295323.64118111,0,0
754590.00234,4295323.64118111,0,0
754597.00234,4295323.64118111,0,0
754611.00234,4295323.64118111,0,0
754618.00234,4295323.64118111,0,0
754625.00234,4295323.64118111,0,0
754632.00234,4295323.64118111,0,0
754639.00234,4295323.64118111,0,0
754674.00234,4295323.64118111,0,0
753288.00234,4295316.64118111,0,0
753295.00234,4295316.64118111,0,0
753302.00234,4295316.64118111,0,0
753309.00234,4295316.64118111,0,0
753743.00234,4295316.64118111,0,0
753827.00234,4295316.64118111,0,0
753834.00234,4295316.64118111,0,0
753841.00234,4295316.64118111,0,0
753848.00234,4295316.64118111,0,0
753904.00234,4295316.64118111,0,0
753911.00234,4295316.64118111,0,0
753918.00234,4295316.64118111,0,0
754149.00234,4295316.64118111,0,0
754156.00234,4295316.64118111,0,0
754163.00234,4295316.64118111,0,0
754170.00234,4295316.64118111,0,0
754177.00234,4295316.64118111,0,0
754184.00234,4295316.64118111,0,0
754198.00234,4295316.64118111,0,0
754205.00234,4295316.64118111,0,0
754212.00234,4295316.64118111,0,0
754219.00234,4295316.64118111,0,0
754226.00234,4295316.64118111,0,0
754233.00234,4295316.64118111,0,0
754240.00234,4295316.64118111,0,0
754247.00234,4295316.64118111,0,0
754254.00234,4295316.64118111,0,0
754261.00234,4295316.64118111,0,0
754282.00234,4295316.64118111,0,0
754394.00234,4295316.64118111,0,0
754401.00234,4295316.64118111,0,0
754408.00234,4295316.64118111,0,0
754415.00234,4295316.64118111,0,0
754422.00234,4295316.64118111,0,0
754527.00234,4295316.64118111,0,0
754534.00234,4295316.64118111,0,0
754541.00234,4295316.64118111,0,0
754548.00234,4295316.64118111,0,0
754555.00234,4295316.64118111,0,0
754562.00234,4295316.64118111,0,0
754569.00234,4295316.64118111,0,0
754576.00234,4295316.64118111,0,0
754583.00234,4295316.64118111,0,0
754590.00234,4295316.64118111,0,0
754604.00234,4295316.64118111,0,0
754611.00234,4295316.64118111,0,0
754625.00234,4295316.64118111,0,0
754632.00234,4295316.64118111,0,0
754639.00234,4295316.64118111,0,0
753288.00234,4295309.64118111,0,0
753295.00234,4295309.64118111,0,0
753302.00234,4295309.64118111,0,0
753309.00234,4295309.64118111,0,0
753743.00234,4295309.64118111,0,0
753750.00234,4295309.64118111,0,0
753757.00234,4295309.64118111,0,0
753855.00234,4295309.64118111,0,0
753897.00234,4295309.64118111,0,0
753904.00234,4295309.64118111,0,0
753911.00234,4295309.64118111,0,0
753918.00234,4295309.64118111,0,0
753925.00234,4295309.64118111,0,0
754156.00234,4295309.64118111,0,0
754163.00234,4295309.64118111,0,0
754170.00234,4295309.64118111,0,0
754177.00234,4295309.64118111,0,0
754184.00234,4295309.64118111,0,0
754191.00234,4295309.64118111,0,0
754198.00234,4295309.64118111,0,0
754212.00234,4295309.64118111,0,0
754219.00234,4295309.64118111,0,0
754226.00234,4295309.64118111,0,0
754233.00234,4295309.64118111,0,0
754240.00234,4295309.64118111,0,0
754247.00234,4295309.64118111,0,0
754254.00234,4295309.64118111,0,0
754261.00234,4295309.64118111,0,0
754268.00234,4295309.64118111,0,0
754275.00234,4295309.64118111,0,0
754282.00234,4295309.64118111,0,0
754289.00234,4295309.64118111,0,0
754387.00234,4295309.64118111,0,0
754394.00234,4295309.64118111,0,0
754401.00234,4295309.64118111,0,0
754408.00234,4295309.64118111,0,0
754415.00234,4295309.64118111,0,0
754422.00234,4295309.64118111,0,0
754429.00234,4295309.64118111,0,0
754436.00234,4295309.64118111,0,0
754541.00234,4295309.64118111,0,0
754548.00234,4295309.64118111,0,0
754555.00234,4295309.64118111,0,0
754562.00234,4295309.64118111,0,0
754569.00234,4295309.64118111,0,0
754576.00234,4295309.64118111,0,0
754583.00234,4295309.64118111,0,0
754590.00234,4295309.64118111,0,0
754604.00234,4295309.64118111,0,0
754611.00234,4295309.64118111,0,0
754632.00234,4295309.64118111,0,0
753288.00234,4295302.64118111,0,0
753295.00234,4295302.64118111,0,0
753302.00234,4295302.64118111,0,0
753743.00234,4295302.64118111,0,0
753750.00234,4295302.64118111,0,0
753757.00234,4295302.64118111,0,0
753764.00234,4295302.64118111,0,0
753771.00234,4295302.64118111,0,0
753778.00234,4295302.64118111,0,0
753848.00234,4295302.64118111,0,0
753855.00234,4295302.64118111,0,0
753883.00234,4295302.64118111,0,0
753890.00234,4295302.64118111,0,0
753897.00234,4295302.64118111,0,0
753904.00234,4295302.64118111,0,0
753911.00234,4295302.64118111,0,0
753918.00234,4295302.64118111,0,0
753925.00234,4295302.64118111,0,0
754170.00234,4295302.64118111,0,0
754177.00234,4295302.64118111,0,0
754184.00234,4295302.64118111,0,0
754191.00234,4295302.64118111,0,0
754198.00234,4295302.64118111,0,0
754205.00234,4295302.64118111,0,0
754219.00234,4295302.64118111,0,0
754226.00234,4295302.64118111,0,0
754233.00234,4295302.64118111,0,0
754240.00234,4295302.64118111,0,0
754247.00234,4295302.64118111,0,0
754254.00234,4295302.64118111,0,0
754261.00234,4295302.64118111,0,0
754268.00234,4295302.64118111,0,0
754275.00234,4295302.64118111,0,0
754282.00234,4295302.64118111,0,0
754289.00234,4295302.64118111,0,0
754296.00234,4295302.64118111,0,0
754303.00234,4295302.64118111,0,0
754380.00234,4295302.64118111,0,0
754387.00234,4295302.64118111,0,0
754394.00234,4295302.64118111,0,0
754401.00234,4295302.64118111,0,0
754408.00234,4295302.64118111,0,0
754415.00234,4295302.64118111,0,0
754422.00234,4295302.64118111,0,0
754429.00234,4295302.64118111,0,0
754436.00234,4295302.64118111,0,0
754443.00234,4295302.64118111,0,0
754450.00234,4295302.64118111,0,0
754548.00234,4295302.64118111,0,0
754576.00234,4295302.64118111,0,0
754583.00234,4295302.64118111,0,0
754604.00234,4295302.64118111,0,0
754611.00234,4295302.64118111,0,0
754618.00234,4295302.64118111,0,0
753288.00234,4295295.64118111,0,0
753295.00234,4295295.64118111,0,0
753302.00234,4295295.64118111,0,0
753435.00234,4295295.64118111,0,0
753736.00234,4295295.64118111,0,0
753743.00234,4295295.64118111,0,0
753750.00234,4295295.64118111,0,0
753757.00234,4295295.64118111,0,0
753764.00234,4295295.64118111,0,0
753771.00234,4295295.64118111,0,0
753778.00234,4295295.64118111,0,0
753785.00234,4295295.64118111,0,0
753792.00234,4295295.64118111,0,0
753848.00234,4295295.64118111,0,0
753855.00234,4295295.64118111,0,0
753862.00234,4295295.64118111,0,0
753876.00234,4295295.64118111,0,0
753883.00234,4295295.64118111,0,0
753890.00234,4295295.64118111,0,0
753897.00234,4295295.64118111,0,0
753904.00234,4295295.64118111,0,0
753911.00234,4295295.64118111,0,0
753918.00234,4295295.64118111,0,0
753925.00234,4295295.64118111,0,0
753932.00234,4295295.64118111,0,0
754184.00234,4295295.64118111,0,0
754191.00234,4295295.64118111,0,0
754198.00234,4295295.64118111,0,0
754205.00234,4295295.64118111,0,0
754212.00234,4295295.64118111,0,0
754219.00234,4295295.64118111,0,0
754233.00234,4295295.64118111,0,0
754240.00234,4295295.64118111,0,0
754247.00234,4295295.64118111,0,0
754254.00234,4295295.64118111,0,0
754261.00234,4295295.64118111,0,0
754268.00234,4295295.64118111,0,0
754275.00234,4295295.64118111,0,0
754282.00234,4295295.64118111,0,0
754289.00234,4295295.64118111,0,0
754296.00234,4295295.64118111,0,0
754303.00234,4295295.64118111,0,0
754310.00234,4295295.64118111,0,0
754338.00234,4295295.64118111,0,0
754380.00234,4295295.64118111,0,0
754387.00234,4295295.64118111,0,0
754394.00234,4295295.64118111,0,0
754401.00234,4295295.64118111,0,0
754408.00234,4295295.64118111,0,0
754415.00234,4295295.64118111,0,0
754422.00234,4295295.64118111,0,0
754429.00234,4295295.64118111,0,0
754436.00234,4295295.64118111,0,0
754443.00234,4295295.64118111,0,0
754450.00234,4295295.64118111,0,0
754457.00234,4295295.64118111,0,0
754632.00234,4295295.64118111,0,0
753288.00234,4295288.64118111,0,0
753295.00234,4295288.64118111,0,0
753302.00234,4295288.64118111,0,0
753428.00234,4295288.64118111,0,0
753435.00234,4295288.64118111,0,0
753442.00234,4295288.64118111,0,0
753449.00234,4295288.64118111,0,0
753456.00234,4295288.64118111,0,0
753743.00234,4295288.64118111,0,0
753750.00234,4295288.64118111,0,0
753757.00234,4295288.64118111,0,0
753764.00234,4295288.64118111,0,0
753771.00234,4295288.64118111,0,0
753778.00234,4295288.64118111,0,0
753785.00234,4295288.64118111,0,0
753792.00234,4295288.64118111,0,0
753799.00234,4295288.64118111,0,0
753806.00234,4295288.64118111,0,0
753813.00234,4295288.64118111,0,0
753841.00234,4295288.64118111,0,0
753848.00234,4295288.64118111,0,0
753855.00234,4295288.64118111,0,0
753862.00234,4295288.64118111,0,0
753869.00234,4295288.64118111,0,0
753876.00234,4295288.64118111,0,0
753883.00234,4295288.64118111,0,0
753890.00234,4295288.64118111,0,0
753897.00234,4295288.64118111,0,0
753904.00234,4295288.64118111,0,0
753911.00234,4295288.64118111,0,0
753918.00234,4295288.64118111,0,0
753925.00234,4295288.64118111,0,0
753932.00234,4295288.64118111,0,0
753974.00234,4295288.64118111,0,0
753981.00234,4295288.64118111,0,0
754191.00234,4295288.64118111,0,0
754198.00234,4295288.64118111,0,0
754205.00234,4295288.64118111,0,0
754212.00234,4295288.64118111,0,0
754219.00234,4295288.64118111,0,0
754226.00234,4295288.64118111,0,0
754240.00234,4295288.64118111,0,0
754247.00234,4295288.64118111,0,0
754254.00234,4295288.64118111,0,0
754268.00234,4295288.64118111,0,0
754275.00234,4295288.64118111,0,0
754282.00234,4295288.64118111,0,0
754289.00234,4295288.64118111,0,0
754296.00234,4295288.64118111,0,0
754303.00234,4295288.64118111,0,0
754310.00234,4295288.64118111,0,0
754317.00234,4295288.64118111,0,0
754331.00234,4295288.64118111,0,0
754338.00234,4295288.64118111,0,0
754345.00234,4295288.64118111,0,0
754373.00234,4295288.64118111,0,0
754380.00234,4295288.64118111,0,0
754387.00234,4295288.64118111,0,0
754394.00234,4295288.64118111,0,0
754401.00234,4295288.64118111,0,0
754408.00234,4295288.64118111,0,0
754415.00234,4295288.64118111,0,0
754422.00234,4295288.64118111,0,0
754429.00234,4295288.64118111,0,0
754436.00234,4295288.64118111,0,0
754443.00234,4295288.64118111,0,0
754450.00234,4295288.64118111,0,0
754457.00234,4295288.64118111,0,0
754464.00234,4295288.64118111,0,0
753281.00234,4295281.64118111,0,0
753288.00234,4295281.64118111,0,0
753295.00234,4295281.64118111,0,0
753302.00234,4295281.64118111,0,0
753428.00234,4295281.64118111,0,0
753435.00234,4295281.64118111,0,0
753442.00234,4295281.64118111,0,0
753449.00234,4295281.64118111,0,0
753456.00234,4295281.64118111,0,0
753463.00234,4295281.64118111,0,0
753470.00234,4295281.64118111,0,0
753750.00234,4295281.64118111,0,0
753757.00234,4295281.64118111,0,0
753764.00234,4295281.64118111,0,0
753771.00234,4295281.64118111,0,0
753778.00234,4295281.64118111,0,0
753785.00234,4295281.64118111,0,0
753792.00234,4295281.64118111,0,0
753799.00234,4295281.64118111,0,0
753806.00234,4295281.64118111,0,0
753813.00234,4295281.64118111,0,0
753820.00234,4295281.64118111,0,0
753827.00234,4295281.64118111,0,0
753841.00234,4295281.64118111,0,0
753848.00234,4295281.64118111,0,0
753855.00234,4295281.64118111,0,0
753862.00234,4295281.64118111,0,0
753869.00234,4295281.64118111,0,0
753876.00234,4295281.64118111,0,0
753883.00234,4295281.64118111,0,0
753890.00234,4295281.64118111,0,0
753897.00234,4295281.64118111,0,0
753904.00234,4295281.64118111,0,0
753911.00234,4295281.64118111,0,0
753918.00234,4295281.64118111,0,0
753925.00234,4295281.64118111,0,0
753932.00234,4295281.64118111,0,0
753939.00234,4295281.64118111,0,0
753960.00234,4295281.64118111,0,0
753967.00234,4295281.64118111,0,0
753974.00234,4295281.64118111,0,0
753981.00234,4295281.64118111,0,0
754205.00234,4295281.64118111,0,0
754212.00234,4295281.64118111,0,0
754219.00234,4295281.64118111,0,0
754226.00234,4295281.64118111,0,0
754282.00234,4295281.64118111,0,0
754289.00234,4295281.64118111,0,0
754296.00234,4295281.64118111,0,0
754303.00234,4295281.64118111,0,0
754310.00234,4295281.64118111,0,0
754317.00234,4295281.64118111,0,0
754324.00234,4295281.64118111,0,0
754331.00234,4295281.64118111,0,0
