"x","y","R_t0","f1_t0"
752483.00234,4296520.64118111,0,0
754520.00234,4296520.64118111,0,0
754527.00234,4296520.64118111,0,0
754534.00234,4296520.64118111,0,0
754541.00234,4296520.64118111,0,0
754646.00234,4296520.64118111,0,0
754653.00234,4296520.64118111,0,0
754660.00234,4296520.64118111,0,0
754667.00234,4296520.64118111,0,0
754674.00234,4296520.64118111,0,0
754681.00234,4296520.64118111,0,0
754688.00234,4296520.64118111,0,0
754695.00234,4296520.64118111,0,0
754702.00234,4296520.64118111,0,0
754709.00234,4296520.64118111,0,0
754716.00234,4296520.64118111,0,0
752476.00234,4296513.64118111,0,0
752483.00234,4296513.64118111,0,0
752490.00234,4296513.64118111,0,0
754513.00234,4296513.64118111,0,0
754520.00234,4296513.64118111,0,0
754527.00234,4296513.64118111,0,0
754534.00234,4296513.64118111,0,0
754541.00234,4296513.64118111,0,0
754632.00234,4296513.64118111,0,0
754639.00234,4296513.64118111,0,0
754646.00234,4296513.64118111,0,0
754653.00234,4296513.64118111,0,0
754660.00234,4296513.64118111,0,0
754667.00234,4296513.64118111,0,0
754674.00234,4296513.64118111,0,0
754681.00234,4296513.64118111,0,0
754688.00234,4296513.64118111,0,0
754695.00234,4296513.64118111,0,0
752476.00234,4296506.64118111,0,0
752483.00234,4296506.64118111,0,0
752490.00234,4296506.64118111,0,0
752497.00234,4296506.64118111,0,0
752504.00234,4296506.64118111,0,0
754513.00234,4296506.64118111,0,0
754520.00234,4296506.64118111,0,0
754527.00234,4296506.64118111,0,0
754534.00234,4296506.64118111,0,0
754632.00234,4296506.64118111,0,0
754639.00234,4296506.64118111,0,0
754646.00234,4296506.64118111,0,0
754653.00234,4296506.64118111,0,0
754660.00234,4296506.64118111,0,0
754667.00234,4296506.64118111,0,0
754674.00234,4296506.64118111,0,0
754681.00234,4296506.64118111,0,0
754688.00234,4296506.64118111,0,0
752483.00234,4296499.64118111,0,0
752490.00234,4296499.64118111,0,0
752497.00234,4296499.64118111,0,0
752504.00234,4296499.64118111,0,0
752511.00234,4296499.64118111,0,0
754527.00234,4296499.64118111,0,0
754534.00234,4296499.64118111,0,0
754632.00234,4296499.64118111,0,0
754639.00234,4296499.64118111,0,0
754646.00234,4296499.64118111,0,0
754653.00234,4296499.64118111,0,0
754660.00234,4296499.64118111,0,0
754667.00234,4296499.64118111,0,0
754674.00234,4296499.64118111,0,0
754681.00234,4296499.64118111,0,0
752497.00234,4296492.64118111,0,0
752504.00234,4296492.64118111,0,0
752511.00234,4296492.64118111,0,0
752518.00234,4296492.64118111,0,0
752525.00234,4296492.64118111,0,0
754527.00234,4296492.64118111,0,0
754534.00234,4296492.64118111,0,0
754625.00234,4296492.64118111,0,0
754632.00234,4296492.64118111,0,0
754639.00234,4296492.64118111,0,0
754646.00234,4296492.64118111,0,0
754653.00234,4296492.64118111,0,0
754660.00234,4296492.64118111,0,0
754667.00234,4296492.64118111,0,0
754674.00234,4296492.64118111,0,0
752511.00234,4296485.64118111,0,0
752518.00234,4296485.64118111,0,0
752525.00234,4296485.64118111,0,0
752532.00234,4296485.64118111,0,0
754520.00234,4296485.64118111,0,0
754527.00234,4296485.64118111,0,0
754534.00234,4296485.64118111,0,0
754541.00234,4296485.64118111,0,0
754625.00234,4296485.64118111,0,0
754632.00234,4296485.64118111,0,0
754639.00234,4296485.64118111,0,0
754646.00234,4296485.64118111,0,0
754653.00234,4296485.64118111,0,0
754660.00234,4296485.64118111,0,0
754667.00234,4296485.64118111,0,0
754674.00234,4296485.64118111,0,0
754527.00234,4296478.64118111,0,0
754534.00234,4296478.64118111,0,0
754541.00234,4296478.64118111,0,0
754548.00234,4296478.64118111,0,0
754625.00234,4296478.64118111,0,0
754632.00234,4296478.64118111,0,0
754639.00234,4296478.64118111,0,0
754646.00234,4296478.64118111,0,0
754653.00234,4296478.64118111,0,0
754660.00234,4296478.64118111,0,0
754667.00234,4296478.64118111,0,0
754513.00234,4296471.64118111,0,0
754534.00234,4296471.64118111,0,0
754541.00234,4296471.64118111,0,0
754548.00234,4296471.64118111,0,0
754604.00234,4296471.64118111,0,0
754611.00234,4296471.64118111,0,0
754618.00234,4296471.64118111,0,0
754625.00234,4296471.64118111,0,0
754632.00234,4296471.64118111,0,0
754639.00234,4296471.64118111,0,0
754646.00234,4296471.64118111,0,0
754653.00234,4296471.64118111,0,0
754660.00234,4296471.64118111,0,0
754807.00234,4296471.64118111,0,0
754506.00234,4296464.64118111,0,0
754513.00234,4296464.64118111,0,0
754520.00234,4296464.64118111,0,0
754541.00234,4296464.64118111,0,0
754548.00234,4296464.64118111,0,0
754597.00234,4296464.64118111,0,0
754604.00234,4296464.64118111,0,0
754611.00234,4296464.64118111,0,0
754618.00234,4296464.64118111,0,0
754625.00234,4296464.64118111,0,0
754632.00234,4296464.64118111,0,0
754639.00234,4296464.64118111,0,0
754646.00234,4296464.64118111,0,0
754653.00234,4296464.64118111,0,0
754807.00234,4296464.64118111,0,0
754191.00234,4296457.64118111,0,0
754198.00234,4296457.64118111,0,0
754205.00234,4296457.64118111,0,0
754506.00234,4296457.64118111,0,0
754513.00234,4296457.64118111,0,0
754520.00234,4296457.64118111,0,0
754541.00234,4296457.64118111,0,0
754590.00234,4296457.64118111,0,0
754597.00234,4296457.64118111,0,0
754604.00234,4296457.64118111,0,0
754611.00234,4296457.64118111,0,0
754618.00234,4296457.64118111,0,0
754625.00234,4296457.64118111,0,0
754632.00234,4296457.64118111,0,0
754639.00234,4296457.64118111,0,0
754646.00234,4296457.64118111,0,0
754653.00234,4296457.64118111,0,0
754807.00234,4296457.64118111,0,0
754821.00234,4296457.64118111,0,0
754191.00234,4296450.64118111,0,0
754198.00234,4296450.64118111,0,0
754205.00234,4296450.64118111,0,0
754212.00234,4296450.64118111,0,0
754499.00234,4296450.64118111,0,0
754506.00234,4296450.64118111,0,0
754513.00234,4296450.64118111,0,0
754520.00234,4296450.64118111,0,0
754597.00234,4296450.64118111,0,0
754604.00234,4296450.64118111,0,0
754611.00234,4296450.64118111,0,0
754618.00234,4296450.64118111,0,0
754625.00234,4296450.64118111,0,0
754632.00234,4296450.64118111,0,0
754639.00234,4296450.64118111,0,0
754646.00234,4296450.64118111,0,0
754653.00234,4296450.64118111,0,0
754800.00234,4296450.64118111,0,0
754807.00234,4296450.64118111,0,0
754821.00234,4296450.64118111,0,0
754828.00234,4296450.64118111,0,0
754198.00234,4296443.64118111,0,0
754205.00234,4296443.64118111,0,0
754212.00234,4296443.64118111,0,0
754219.00234,4296443.64118111,0,0
754499.00234,4296443.64118111,0,0
754506.00234,4296443.64118111,0,0
754513.00234,4296443.64118111,0,0
754520.00234,4296443.64118111,0,0
754597.00234,4296443.64118111,0,0
754604.00234,4296443.64118111,0,0
754611.00234,4296443.64118111,0,0
754618.00234,4296443.64118111,0,0
754625.00234,4296443.64118111,0,0
754632.00234,4296443.64118111,0,0
754639.00234,4296443.64118111,0,0
754646.00234,4296443.64118111,0,0
754653.00234,4296443.64118111,0,0
754660.00234,4296443.64118111,0,0
754800.00234,4296443.64118111,0,0
754807.00234,4296443.64118111,0,0
754821.00234,4296443.64118111,0,0
754877.00234,4296443.64118111,0,0
754205.00234,4296436.64118111,0,0
754212.00234,4296436.64118111,0,0
754219.00234,4296436.64118111,0,0
754226.00234,4296436.64118111,0,0
754513.00234,4296436.64118111,0,0
754583.00234,4296436.64118111,0,0
754590.00234,4296436.64118111,0,0
754597.00234,4296436.64118111,0,0
754604.00234,4296436.64118111,0,0
754611.00234,4296436.64118111,0,0
754618.00234,4296436.64118111,0,0
754625.00234,4296436.64118111,0,0
754632.00234,4296436.64118111,0,0
754639.00234,4296436.64118111,0,0
754646.00234,4296436.64118111,0,0
754653.00234,4296436.64118111,0,0
754660.00234,4296436.64118111,0,0
754667.00234,4296436.64118111,0,0
754800.00234,4296436.64118111,0,0
754807.00234,4296436.64118111,0,0
754877.00234,4296436.64118111,0,0
754884.00234,4296436.64118111,0,0
754891.00234,4296436.64118111,0,0
754205.00234,4296429.64118111,0,0
754212.00234,4296429.64118111,0,0
754219.00234,4296429.64118111,0,0
754226.00234,4296429.64118111,0,0
754576.00234,4296429.64118111,0,0
754583.00234,4296429.64118111,0,0
754590.00234,4296429.64118111,0,0
754597.00234,4296429.64118111,0,0
754604.00234,4296429.64118111,0,0
754611.00234,4296429.64118111,0,0
754618.00234,4296429.64118111,0,0
754625.00234,4296429.64118111,0,0
754632.00234,4296429.64118111,0,0
754639.00234,4296429.64118111,0,0
754646.00234,4296429.64118111,0,0
754653.00234,4296429.64118111,0,0
754660.00234,4296429.64118111,0,0
754667.00234,4296429.64118111,0,0
754674.00234,4296429.64118111,0,0
754800.00234,4296429.64118111,0,0
754807.00234,4296429.64118111,0,0
754870.00234,4296429.64118111,0,0
754877.00234,4296429.64118111,0,0
754884.00234,4296429.64118111,0,0
754891.00234,4296429.64118111,0,0
754898.00234,4296429.64118111,0,0
754905.00234,4296429.64118111,0,0
754205.00234,4296422.64118111,0,0
754212.00234,4296422.64118111,0,0
754219.00234,4296422.64118111,0,0
754226.00234,4296422.64118111,0,0
754233.00234,4296422.64118111,0,0
754576.00234,4296422.64118111,0,0
754583.00234,4296422.64118111,0,0
754590.00234,4296422.64118111,0,0
754597.00234,4296422.64118111,0,0
754604.00234,4296422.64118111,0,0
754611.00234,4296422.64118111,0,0
754618.00234,4296422.64118111,0,0
754625.00234,4296422.64118111,0,0
754632.00234,4296422.64118111,0,0
754639.00234,4296422.64118111,0,0
754646.00234,4296422.64118111,0,0
754653.00234,4296422.64118111,0,0
754660.00234,4296422.64118111,0,0
754667.00234,4296422.64118111,0,0
754793.00234,4296422.64118111,0,0
754800.00234,4296422.64118111,0,0
754807.00234,4296422.64118111,0,0
754870.00234,4296422.64118111,0,0
754877.00234,4296422.64118111,0,0
754884.00234,4296422.64118111,0,0
754891.00234,4296422.64118111,0,0
754898.00234,4296422.64118111,0,0
754905.00234,4296422.64118111,0,0
754912.00234,4296422.64118111,0,0
754205.00234,4296415.64118111,0,0
